# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-03-10
#
# GRDC-No.:              6935500
# River:                 RHINE RIVER
# Station:               DIEPOLDSAU, RIETBRUECKE
# Country:               CH
# Latitude (DD):       47.3831
# Longitude (DD):      9.6409
# Catchment area (km²):      6119.0
# Altitude (m ASL):        456.273
# Next downstream station:      6935055
# Remarks:               
# Owner of original data: Switzerland - Federal Office for the Environment (BAFU)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1919-01 - 2016-12
# No. of years:          98
# Last update:           2018-08-20
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 35795
# DATA
YYYY-MM-DD;hh:mm; Value
2004-07-18;--:--;    259.307
2004-07-19;--:--;    310.294
2004-07-20;--:--;    314.343
2004-07-21;--:--;    317.860
2004-07-22;--:--;    322.130
2004-07-23;--:--;    323.960
2004-07-24;--:--;    315.223
2004-07-25;--:--;    306.950
2004-07-26;--:--;    297.521
2004-07-27;--:--;    318.271
2004-07-28;--:--;    277.030
2004-07-29;--:--;    259.690
2004-07-30;--:--;    249.776
2004-07-31;--:--;    219.691
2004-08-01;--:--;    203.792
2004-08-02;--:--;    223.907
2004-08-03;--:--;    260.220
2004-08-04;--:--;    261.622
2004-08-05;--:--;    239.761
2004-08-06;--:--;    260.373
2004-08-07;--:--;    249.370
2004-08-08;--:--;    202.352
2004-08-09;--:--;    243.130
2004-08-10;--:--;    232.567
2004-08-11;--:--;    229.152
2004-08-12;--:--;    248.027
2004-08-13;--:--;    236.248
2004-08-14;--:--;    193.688
2004-08-15;--:--;    216.877
2004-08-16;--:--;    227.778
2004-08-17;--:--;    232.330
2004-08-18;--:--;    246.234
2004-08-19;--:--;    248.642
2004-08-20;--:--;    558.720
2004-08-21;--:--;    444.872
2004-08-22;--:--;    315.868
2004-08-23;--:--;    295.792
2004-08-24;--:--;    306.219
2004-08-25;--:--;    270.258
2004-08-26;--:--;    331.516
2004-08-27;--:--;    341.870
2004-08-28;--:--;    263.023
2004-08-29;--:--;    227.736
2004-08-30;--:--;    265.985
2004-08-31;--:--;    264.321
2004-09-01;--:--;    251.559
2004-09-02;--:--;    243.841
2004-09-03;--:--;    234.835
2004-09-04;--:--;    213.749
2004-09-05;--:--;    161.534
2004-09-06;--:--;    215.519
2004-09-07;--:--;    234.127
2004-09-08;--:--;    218.019
2004-09-09;--:--;    206.517
2004-09-10;--:--;    197.970
2004-09-11;--:--;    160.223
2004-09-12;--:--;    150.474
2004-09-13;--:--;    171.388
2004-09-14;--:--;    199.289
2004-09-15;--:--;    208.485
2004-09-16;--:--;    203.314
2004-09-17;--:--;    194.028
2004-09-18;--:--;    148.518
2004-09-19;--:--;    126.613
2004-09-20;--:--;    161.370
2004-09-21;--:--;    162.634
2004-09-22;--:--;    160.756
2004-09-23;--:--;    191.964
2004-09-24;--:--;    309.164
2004-09-25;--:--;    241.135
2004-09-26;--:--;    194.961
2004-09-27;--:--;    186.429
2004-09-28;--:--;    211.862
2004-09-29;--:--;    201.824
2004-09-30;--:--;    208.666
2004-10-01;--:--;    217.657
2004-10-02;--:--;    189.164
2004-10-03;--:--;    143.862
2004-10-04;--:--;    161.199
2004-10-05;--:--;    166.292
2004-10-06;--:--;    176.588
2004-10-07;--:--;    181.151
2004-10-08;--:--;    170.489
2004-10-09;--:--;    146.837
2004-10-10;--:--;    128.830
2004-10-11;--:--;    173.184
2004-10-12;--:--;    149.668
2004-10-13;--:--;    167.394
2004-10-14;--:--;    160.607
2004-10-15;--:--;    158.472
2004-10-16;--:--;    153.388
2004-10-17;--:--;    135.287
2004-10-18;--:--;    140.637
2004-10-19;--:--;    186.542
2004-10-20;--:--;    183.106
2004-10-21;--:--;    166.253
2004-10-22;--:--;    143.397
2004-10-23;--:--;    138.570
2004-10-24;--:--;    125.077
2004-10-25;--:--;    164.656
2004-10-26;--:--;    175.137
2004-10-27;--:--;    317.531
2004-10-28;--:--;    250.964
2004-10-29;--:--;    218.873
2004-10-30;--:--;    190.480
2004-10-31;--:--;    149.791
2004-11-01;--:--;    157.904
2004-11-02;--:--;    257.900
2004-11-03;--:--;    249.255
2004-11-04;--:--;    253.733
2004-11-05;--:--;    215.291
2004-11-06;--:--;    168.408
2004-11-07;--:--;    156.106
2004-11-08;--:--;    189.047
2004-11-09;--:--;    191.599
2004-11-10;--:--;    195.130
2004-11-11;--:--;    177.332
2004-11-12;--:--;    160.202
2004-11-13;--:--;    124.911
2004-11-14;--:--;    116.036
2004-11-15;--:--;    149.887
2004-11-16;--:--;    175.170
2004-11-17;--:--;    151.603
2004-11-18;--:--;    133.567
2004-11-19;--:--;    149.700
2004-11-20;--:--;    118.121
2004-11-21;--:--;    110.425
2004-11-22;--:--;    125.821
2004-11-23;--:--;    137.944
2004-11-24;--:--;    160.370
2004-11-25;--:--;    170.675
2004-11-26;--:--;    162.481
2004-11-27;--:--;    121.793
2004-11-28;--:--;     84.945
2004-11-29;--:--;    129.912
2004-11-30;--:--;    154.722
2004-12-01;--:--;    166.243
2004-12-02;--:--;    149.946
2004-12-03;--:--;    141.120
2004-12-04;--:--;    125.599
2004-12-05;--:--;     91.462
2004-12-06;--:--;    110.743
2004-12-07;--:--;    150.149
2004-12-08;--:--;    160.107
2004-12-09;--:--;    160.948
2004-12-10;--:--;    174.506
2004-12-11;--:--;    135.734
2004-12-12;--:--;     96.451
2004-12-13;--:--;    130.409
2004-12-14;--:--;    169.664
2004-12-15;--:--;    174.682
2004-12-16;--:--;    146.307
2004-12-17;--:--;    105.338
2004-12-18;--:--;     95.187
2004-12-19;--:--;     83.937
2004-12-20;--:--;     93.954
2004-12-21;--:--;    128.655
2004-12-22;--:--;    131.626
2004-12-23;--:--;     88.977
2004-12-24;--:--;     59.627
2004-12-25;--:--;     56.559
2004-12-26;--:--;     80.168
2004-12-27;--:--;     78.698
2004-12-28;--:--;     77.565
2004-12-29;--:--;     71.472
2004-12-30;--:--;     72.416
2004-12-31;--:--;     61.083
2005-01-01;--:--;     66.365
2005-01-02;--:--;     50.952
2005-01-03;--:--;     73.660
2005-01-04;--:--;     79.274
2005-01-05;--:--;     77.498
2005-01-06;--:--;     77.151
2005-01-07;--:--;     71.901
2005-01-08;--:--;     64.588
2005-01-09;--:--;     56.134
2005-01-10;--:--;     62.271
2005-01-11;--:--;     95.602
2005-01-12;--:--;    101.566
2005-01-13;--:--;    103.077
2005-01-14;--:--;    118.590
2005-01-15;--:--;     97.092
2005-01-16;--:--;     86.658
2005-01-17;--:--;    102.029
2005-01-18;--:--;    135.335
2005-01-19;--:--;    160.397
2005-01-20;--:--;    119.338
2005-01-21;--:--;    129.842
2005-01-22;--:--;     91.885
2005-01-23;--:--;     68.913
2005-01-24;--:--;    100.656
2005-01-25;--:--;    156.414
2005-01-26;--:--;    158.098
2005-01-27;--:--;    171.012
2005-01-28;--:--;    165.243
2005-01-29;--:--;    125.803
2005-01-30;--:--;     95.641
2005-01-31;--:--;    114.949
2005-02-01;--:--;    146.153
2005-02-02;--:--;    166.357
2005-02-03;--:--;    169.015
2005-02-04;--:--;    159.150
2005-02-05;--:--;    108.390
2005-02-06;--:--;     77.535
2005-02-07;--:--;    104.147
2005-02-08;--:--;    157.775
2005-02-09;--:--;    173.531
2005-02-10;--:--;    132.881
2005-02-11;--:--;    138.766
2005-02-12;--:--;    132.911
2005-02-13;--:--;    131.492
2005-02-14;--:--;    123.050
2005-02-15;--:--;    143.896
2005-02-16;--:--;    160.746
2005-02-17;--:--;    192.305
2005-02-18;--:--;    160.012
2005-02-19;--:--;    113.567
2005-02-20;--:--;     81.028
2005-02-21;--:--;    116.018
2005-02-22;--:--;    146.784
2005-02-23;--:--;    166.313
2005-02-24;--:--;    171.883
2005-02-25;--:--;    161.326
2005-02-26;--:--;    114.035
2005-02-27;--:--;     64.664
2005-02-28;--:--;    114.286
2005-03-01;--:--;    180.351
2005-03-02;--:--;    188.485
2005-03-03;--:--;    173.447
2005-03-04;--:--;    150.337
2005-03-05;--:--;    100.886
2005-03-06;--:--;     58.967
2005-03-07;--:--;    102.793
2005-03-08;--:--;    133.298
2005-03-09;--:--;    128.430
2005-03-10;--:--;    134.729
2005-03-11;--:--;    105.146
2005-03-12;--:--;     77.997
2005-03-13;--:--;     58.524
2005-03-14;--:--;     89.545
2005-03-15;--:--;     98.568
2005-03-16;--:--;     86.981
2005-03-17;--:--;     96.557
2005-03-18;--:--;    136.654
2005-03-19;--:--;    153.609
2005-03-20;--:--;    158.059
2005-03-21;--:--;    202.313
2005-03-22;--:--;    211.870
2005-03-23;--:--;    208.250
2005-03-24;--:--;    221.825
2005-03-25;--:--;    216.084
2005-03-26;--:--;    205.832
2005-03-27;--:--;    174.587
2005-03-28;--:--;    190.077
2005-03-29;--:--;    210.421
2005-03-30;--:--;    219.596
2005-03-31;--:--;    202.982
2005-04-01;--:--;    229.443
2005-04-02;--:--;    171.886
2005-04-03;--:--;    126.426
2005-04-04;--:--;    181.334
2005-04-05;--:--;    213.510
2005-04-06;--:--;    209.133
2005-04-07;--:--;    211.862
2005-04-08;--:--;    214.183
2005-04-09;--:--;    181.601
2005-04-10;--:--;    133.564
2005-04-11;--:--;    162.766
2005-04-12;--:--;    195.150
2005-04-13;--:--;    192.973
2005-04-14;--:--;    180.466
2005-04-15;--:--;    177.152
2005-04-16;--:--;    165.366
2005-04-17;--:--;    134.656
2005-04-18;--:--;    184.420
2005-04-19;--:--;    214.349
2005-04-20;--:--;    211.967
2005-04-21;--:--;    186.647
2005-04-22;--:--;    177.009
2005-04-23;--:--;    137.778
2005-04-24;--:--;    120.718
2005-04-25;--:--;    145.644
2005-04-26;--:--;    224.381
2005-04-27;--:--;    174.499
2005-04-28;--:--;    169.141
2005-04-29;--:--;    192.039
2005-04-30;--:--;    213.018
2005-05-01;--:--;    229.559
2005-05-02;--:--;    320.346
2005-05-03;--:--;    396.212
2005-05-04;--:--;    454.132
2005-05-05;--:--;    331.583
2005-05-06;--:--;    301.456
2005-05-07;--:--;    255.878
2005-05-08;--:--;    244.658
2005-05-09;--:--;    282.776
2005-05-10;--:--;    261.144
2005-05-11;--:--;    239.028
2005-05-12;--:--;    255.973
2005-05-13;--:--;    260.119
2005-05-14;--:--;    202.825
2005-05-15;--:--;    188.989
2005-05-16;--:--;    216.206
2005-05-17;--:--;    299.398
2005-05-18;--:--;    329.581
2005-05-19;--:--;    314.298
2005-05-20;--:--;    289.605
2005-05-21;--:--;    260.866
2005-05-22;--:--;    294.685
2005-05-23;--:--;    428.980
2005-05-24;--:--;    416.934
2005-05-25;--:--;    384.114
2005-05-26;--:--;    352.476
2005-05-27;--:--;    409.782
2005-05-28;--:--;    446.200
2005-05-29;--:--;    527.119
2005-05-30;--:--;    526.022
2005-05-31;--:--;    502.585
2005-06-01;--:--;    442.844
2005-06-02;--:--;    395.335
2005-06-03;--:--;    371.161
2005-06-04;--:--;    412.057
2005-06-05;--:--;    339.834
2005-06-06;--:--;    358.906
2005-06-07;--:--;    367.890
2005-06-08;--:--;    323.196
2005-06-09;--:--;    283.141
2005-06-10;--:--;    264.263
2005-06-11;--:--;    201.847
2005-06-12;--:--;    161.855
2005-06-13;--:--;    238.518
2005-06-14;--:--;    287.057
2005-06-15;--:--;    304.401
2005-06-16;--:--;    289.773
2005-06-17;--:--;    288.297
2005-06-18;--:--;    252.853
2005-06-19;--:--;    241.249
2005-06-20;--:--;    312.217
2005-06-21;--:--;    343.435
2005-06-22;--:--;    327.403
2005-06-23;--:--;    317.664
2005-06-24;--:--;    328.204
2005-06-25;--:--;    281.602
2005-06-26;--:--;    233.859
2005-06-27;--:--;    285.054
2005-06-28;--:--;    309.072
2005-06-29;--:--;    309.781
2005-06-30;--:--;    310.630
2005-07-01;--:--;    323.137
2005-07-02;--:--;    253.487
2005-07-03;--:--;    195.009
2005-07-04;--:--;    257.050
2005-07-05;--:--;    287.653
2005-07-06;--:--;    244.861
2005-07-07;--:--;    250.730
2005-07-08;--:--;    251.697
2005-07-09;--:--;    202.989
2005-07-10;--:--;    169.627
2005-07-11;--:--;    259.297
2005-07-12;--:--;    302.933
2005-07-13;--:--;    257.160
2005-07-14;--:--;    212.826
2005-07-15;--:--;    202.462
2005-07-16;--:--;    184.979
2005-07-17;--:--;    149.383
2005-07-18;--:--;    221.031
2005-07-19;--:--;    296.706
2005-07-20;--:--;    215.684
2005-07-21;--:--;    183.891
2005-07-22;--:--;    190.355
2005-07-23;--:--;    151.677
2005-07-24;--:--;    131.002
2005-07-25;--:--;    181.320
2005-07-26;--:--;    191.285
2005-07-27;--:--;    183.211
2005-07-28;--:--;    198.528
2005-07-29;--:--;    181.080
2005-07-30;--:--;    139.453
2005-07-31;--:--;    125.262
2005-08-01;--:--;    132.911
2005-08-02;--:--;    230.756
2005-08-03;--:--;    250.364
2005-08-04;--:--;    189.065
2005-08-05;--:--;    186.405
2005-08-06;--:--;    144.461
2005-08-07;--:--;    165.599
2005-08-08;--:--;    202.162
2005-08-09;--:--;    180.302
2005-08-10;--:--;    175.205
2005-08-11;--:--;    174.126
2005-08-12;--:--;    177.032
2005-08-13;--:--;    132.735
2005-08-14;--:--;    116.266
2005-08-15;--:--;    193.489
2005-08-16;--:--;    211.127
2005-08-17;--:--;    190.975
2005-08-18;--:--;    176.554
2005-08-19;--:--;    194.254
2005-08-20;--:--;    271.891
2005-08-21;--:--;    242.372
2005-08-22;--:--;    627.218
2005-08-23;--:--;   1914.071
2005-08-24;--:--;    768.604
2005-08-25;--:--;    509.504
2005-08-26;--:--;    404.038
2005-08-27;--:--;    338.107
2005-08-28;--:--;    270.768
2005-08-29;--:--;    282.543
2005-08-30;--:--;    272.719
2005-08-31;--:--;    253.138
2005-09-01;--:--;    251.977
2005-09-02;--:--;    254.442
2005-09-03;--:--;    212.502
2005-09-04;--:--;    175.307
2005-09-05;--:--;    211.310
2005-09-06;--:--;    204.326
2005-09-07;--:--;    198.202
2005-09-08;--:--;    202.300
2005-09-09;--:--;    188.466
2005-09-10;--:--;    167.603
2005-09-11;--:--;    136.248
2005-09-12;--:--;    189.971
2005-09-13;--:--;    183.852
2005-09-14;--:--;    163.366
2005-09-15;--:--;    154.232
2005-09-16;--:--;    174.954
2005-09-17;--:--;    151.994
2005-09-18;--:--;    136.502
2005-09-19;--:--;    164.449
2005-09-20;--:--;    157.825
2005-09-21;--:--;    155.860
2005-09-22;--:--;    153.295
2005-09-23;--:--;    128.258
2005-09-24;--:--;    115.778
2005-09-25;--:--;    101.299
2005-09-26;--:--;    133.707
2005-09-27;--:--;    131.522
2005-09-28;--:--;    141.144
2005-09-29;--:--;    147.801
2005-09-30;--:--;    137.510
2005-10-01;--:--;    120.366
2005-10-02;--:--;    157.906
2005-10-03;--:--;    184.027
2005-10-04;--:--;    202.978
2005-10-05;--:--;    199.558
2005-10-06;--:--;    171.520
2005-10-07;--:--;    164.815
2005-10-08;--:--;    135.981
2005-10-09;--:--;    107.228
2005-10-10;--:--;    145.103
2005-10-11;--:--;    138.397
2005-10-12;--:--;    151.111
2005-10-13;--:--;    150.286
2005-10-14;--:--;    133.761
2005-10-15;--:--;    114.034
2005-10-16;--:--;     87.579
2005-10-17;--:--;    128.502
2005-10-18;--:--;    126.019
2005-10-19;--:--;    128.571
2005-10-20;--:--;    125.892
2005-10-21;--:--;    130.439
2005-10-22;--:--;     99.917
2005-10-23;--:--;     94.537
2005-10-24;--:--;    115.244
2005-10-25;--:--;    114.529
2005-10-26;--:--;     93.580
2005-10-27;--:--;    121.413
2005-10-28;--:--;    114.413
2005-10-29;--:--;     79.330
2005-10-30;--:--;     71.448
2005-10-31;--:--;     77.615
2005-11-01;--:--;     75.297
2005-11-02;--:--;    107.620
2005-11-03;--:--;     97.546
2005-11-04;--:--;    107.052
2005-11-05;--:--;    105.315
2005-11-06;--:--;     72.612
2005-11-07;--:--;     92.481
2005-11-08;--:--;    119.542
2005-11-09;--:--;    107.932
2005-11-10;--:--;    119.697
2005-11-11;--:--;    101.047
2005-11-12;--:--;    114.102
2005-11-13;--:--;     76.550
2005-11-14;--:--;    122.439
2005-11-15;--:--;    146.777
2005-11-16;--:--;    148.121
2005-11-17;--:--;    158.856
2005-11-18;--:--;    158.912
2005-11-19;--:--;    127.194
2005-11-20;--:--;     88.073
2005-11-21;--:--;    121.870
2005-11-22;--:--;    149.883
2005-11-23;--:--;    155.952
2005-11-24;--:--;    154.749
2005-11-25;--:--;    117.535
2005-11-26;--:--;     74.614
2005-11-27;--:--;     67.039
2005-11-28;--:--;    112.026
2005-11-29;--:--;    144.454
2005-11-30;--:--;    132.521
2005-12-01;--:--;    120.160
2005-12-02;--:--;    102.555
2005-12-03;--:--;     87.003
2005-12-04;--:--;     59.659
2005-12-05;--:--;     77.043
2005-12-06;--:--;    106.394
2005-12-07;--:--;    121.648
2005-12-08;--:--;    104.889
2005-12-09;--:--;    112.747
2005-12-10;--:--;     94.458
2005-12-11;--:--;     62.050
2005-12-12;--:--;     95.998
2005-12-13;--:--;    142.933
2005-12-14;--:--;    133.123
2005-12-15;--:--;    110.055
2005-12-16;--:--;     92.750
2005-12-17;--:--;     72.888
2005-12-18;--:--;     55.317
2005-12-19;--:--;     94.598
2005-12-20;--:--;    108.388
2005-12-21;--:--;    119.807
2005-12-22;--:--;     95.580
2005-12-23;--:--;     69.838
2005-12-24;--:--;     51.336
2005-12-25;--:--;     49.105
2005-12-26;--:--;     43.125
2005-12-27;--:--;     66.146
2005-12-28;--:--;     72.660
2005-12-29;--:--;     73.866
2005-12-30;--:--;     61.179
2005-12-31;--:--;     69.892
2006-01-01;--:--;     52.502
2006-01-02;--:--;     57.849
2006-01-03;--:--;     63.775
2006-01-04;--:--;     69.554
2006-01-05;--:--;     73.871
2006-01-06;--:--;     66.132
2006-01-07;--:--;     54.268
2006-01-08;--:--;     44.861
2006-01-09;--:--;     73.622
2006-01-10;--:--;    128.781
2006-01-11;--:--;    122.467
2006-01-12;--:--;    109.703
2006-01-13;--:--;    100.373
2006-01-14;--:--;     69.532
2006-01-15;--:--;     47.894
2006-01-16;--:--;     73.738
2006-01-17;--:--;     88.230
2006-01-18;--:--;     78.399
2006-01-19;--:--;     95.312
2006-01-20;--:--;     91.484
2006-01-21;--:--;     60.037
2006-01-22;--:--;     43.908
2006-01-23;--:--;     72.660
2006-01-24;--:--;    111.420
2006-01-25;--:--;    127.126
2006-01-26;--:--;    121.231
2006-01-27;--:--;    149.990
2006-01-28;--:--;     92.016
2006-01-29;--:--;     51.460
2006-01-30;--:--;     70.252
2006-01-31;--:--;     91.411
2006-02-01;--:--;    101.227
2006-02-02;--:--;    113.192
2006-02-03;--:--;    131.480
2006-02-04;--:--;     89.832
2006-02-05;--:--;     45.964
2006-02-06;--:--;     66.473
2006-02-07;--:--;     73.414
2006-02-08;--:--;     76.249
2006-02-09;--:--;     76.139
2006-02-10;--:--;     87.863
2006-02-11;--:--;     68.057
2006-02-12;--:--;     40.557
2006-02-13;--:--;     72.055
2006-02-14;--:--;     95.231
2006-02-15;--:--;     77.598
2006-02-16;--:--;    102.946
2006-02-17;--:--;     91.478
2006-02-18;--:--;     64.849
2006-02-19;--:--;     51.704
2006-02-20;--:--;     60.530
2006-02-21;--:--;     90.644
2006-02-22;--:--;    112.962
2006-02-23;--:--;    142.125
2006-02-24;--:--;    106.833
2006-02-25;--:--;     70.084
2006-02-26;--:--;     50.243
2006-02-27;--:--;     56.645
2006-02-28;--:--;     93.619
2006-03-01;--:--;    113.479
2006-03-02;--:--;    112.705
2006-03-03;--:--;     90.231
2006-03-04;--:--;     79.529
2006-03-05;--:--;     50.990
2006-03-06;--:--;     66.626
2006-03-07;--:--;     92.235
2006-03-08;--:--;     93.583
2006-03-09;--:--;    115.565
2006-03-10;--:--;    108.204
2006-03-11;--:--;     83.071
2006-03-12;--:--;     60.375
2006-03-13;--:--;     86.865
2006-03-14;--:--;    119.488
2006-03-15;--:--;     99.961
2006-03-16;--:--;     93.308
2006-03-17;--:--;    107.900
2006-03-18;--:--;     70.831
2006-03-19;--:--;     56.387
2006-03-20;--:--;     68.356
2006-03-21;--:--;     97.242
2006-03-22;--:--;    106.098
2006-03-23;--:--;    123.384
2006-03-24;--:--;     97.023
2006-03-25;--:--;     90.748
2006-03-26;--:--;    103.459
2006-03-27;--:--;    175.576
2006-03-28;--:--;    246.730
2006-03-29;--:--;    192.561
2006-03-30;--:--;    157.868
2006-03-31;--:--;    194.564
2006-04-01;--:--;    192.048
2006-04-02;--:--;    161.979
2006-04-03;--:--;    198.739
2006-04-04;--:--;    176.042
2006-04-05;--:--;    159.338
2006-04-06;--:--;    163.478
2006-04-07;--:--;    134.768
2006-04-08;--:--;    118.306
2006-04-09;--:--;    103.905
2006-04-10;--:--;    163.828
2006-04-11;--:--;    178.329
2006-04-12;--:--;    152.723
2006-04-13;--:--;    142.944
2006-04-14;--:--;    146.131
2006-04-15;--:--;    153.076
2006-04-16;--:--;    159.797
2006-04-17;--:--;    164.558
2006-04-18;--:--;    203.018
2006-04-19;--:--;    186.576
2006-04-20;--:--;    192.494
2006-04-21;--:--;    216.665
2006-04-22;--:--;    211.850
2006-04-23;--:--;    210.136
2006-04-24;--:--;    267.754
2006-04-25;--:--;    279.566
2006-04-26;--:--;    275.874
2006-04-27;--:--;    291.423
2006-04-28;--:--;    359.792
2006-04-29;--:--;    297.182
2006-04-30;--:--;    213.637
2006-05-01;--:--;    184.195
2006-05-02;--:--;    205.354
2006-05-03;--:--;    230.007
2006-05-04;--:--;    256.845
2006-05-05;--:--;    302.359
2006-05-06;--:--;    265.804
2006-05-07;--:--;    244.108
2006-05-08;--:--;    282.743
2006-05-09;--:--;    296.564
2006-05-10;--:--;    267.574
2006-05-11;--:--;    254.506
2006-05-12;--:--;    257.252
2006-05-13;--:--;    238.045
2006-05-14;--:--;    286.931
2006-05-15;--:--;    316.737
2006-05-16;--:--;    293.150
2006-05-17;--:--;    402.343
2006-05-18;--:--;    437.805
2006-05-19;--:--;    572.181
2006-05-20;--:--;    480.170
2006-05-21;--:--;    368.662
2006-05-22;--:--;    373.451
2006-05-23;--:--;    415.232
2006-05-24;--:--;    390.867
2006-05-25;--:--;    281.579
2006-05-26;--:--;    295.911
2006-05-27;--:--;    310.626
2006-05-28;--:--;    359.874
2006-05-29;--:--;    660.869
2006-05-30;--:--;    617.700
2006-05-31;--:--;    485.849
2006-06-01;--:--;    394.908
2006-06-02;--:--;    362.736
2006-06-03;--:--;    291.874
2006-06-04;--:--;    260.663
2006-06-05;--:--;    285.173
2006-06-06;--:--;    317.484
2006-06-07;--:--;    291.281
2006-06-08;--:--;    283.760
2006-06-09;--:--;    296.294
2006-06-10;--:--;    268.739
2006-06-11;--:--;    243.402
2006-06-12;--:--;    318.978
2006-06-13;--:--;    396.243
2006-06-14;--:--;    423.398
2006-06-15;--:--;    407.036
2006-06-16;--:--;    413.422
2006-06-17;--:--;    405.751
2006-06-18;--:--;    351.459
2006-06-19;--:--;    412.462
2006-06-20;--:--;    432.189
2006-06-21;--:--;    431.886
2006-06-22;--:--;    413.912
2006-06-23;--:--;    358.712
